NGA,PolityID,PolityName,Section,Subsection,value_from,value_to,year_from,year_to,is_disputed,is_uncertain
Paris Basin,454,fr_la_tene_b2_c1,sc,polity-territories,1250,1250,-200,-200,False,False
Paris Basin,455,fr_la_tene_c2_d,sc,polity-territories,15000,15000,-100,-100,False,False
,355,iq_lakhmid_k,sc,polity-territories,,,,,False,False
Garo Hills,112,in_achik_2,sc,polity-territories,8000,8000,,,False,False
Cambodian Basin,42,kh_angkor_3,sc,polity-territories,1000000,1000000,,,False,False
Konya Plain,170,tr_cappadocia_2,sc,polity-territories,130000,130000,,,False,False
,591,gt_tikal_late_classic,sc,polity-territories,65,65,,,False,False
Basin of Mexico,10,mx_basin_of_mexico_5,sc,polity-territories,,,,,False,False
,56,pa_cocle_3,sc,polity-territories,,,,,False,False
Orkhon Valley,443,mn_mongol_late,sc,polity-territories,2500000,3000000,,,False,False
Middle Yellow River Valley,2,cn_qing_dyn_2,sc,polity-territories,11300000,11300000,,,False,False
Latium,184,it_roman_rep_3,sc,polity-territories,1950000,3500000,,,False,False
Latium,184,it_roman_rep_3,sc,polity-territories,1950000,3500000,,,False,False
Middle Yellow River Valley,243,cn_late_shang_dyn,sc,polity-territories,1000000,1000000,,,False,False
,560,bo_tiwanaku_2,sc,polity-territories,275000,600000,,,False,False
Orkhon Valley,274,mn_hunnu_late,sc,polity-territories,3000000,4200000,,,False,False
,257,cn_later_qin_dyn,sc,polity-territories,400000,600000,,,False,False
Niger Inland Delta,224,mr_wagadu_3,sc,polity-territories,350000,400000,,,False,False
Latium,179,it_latium_ba,sc,polity-territories,3,4,,,False,False
,329,es_leon_castille,sc,polity-territories,380000,380000,1516,1516,False,False
,305,it_lombard_k,sc,polity-territories,214500,214500,,,False,False
Middle Yellow River Valley,420,cn_longshan,sc,polity-territories,1500,2000,,,False,False
Konya Plain,169,tr_lysimachus_k,sc,polity-territories,420000,420000,-300,-300,False,False
,506,gr_macedonian_emp,sc,polity-territories,10000,10000,-359,-359,False,False
,506,gr_macedonian_emp,sc,polity-territories,5200000,5200000,-320,-320,False,False
,506,gr_macedonian_emp,sc,polity-territories,4400000,4400000,-300,-300,False,False
Middle Ganga,87,in_mauryan_emp,sc,polity-territories,4000000,4000000,,,False,False
Middle Ganga,87,in_mauryan_emp,sc,polity-territories,4000000,4000000,,,False,False
Middle Ganga,385,in_sunga_emp,sc,polity-territories,4000000,4000000,,,False,False
Middle Ganga,385,in_sunga_emp,sc,polity-territories,4000000,4000000,,,False,False
Middle Ganga,384,in_mahajanapada,sc,polity-territories,,,,,False,False
,391,in_maitraka_dyn,sc,polity-territories,100000,100000,,,False,False
Central Java,50,id_majapahit_k,sc,polity-territories,500000,500000,,,False,False
,212,sd_makuria_k_1,sc,polity-territories,20000,20000,,,False,False
,215,sd_makuria_k_2,sc,polity-territories,40000,50000,,,False,False
,219,sd_makuria_k_3,sc,polity-territories,40000,50000,,,False,False
,383,my_malacca_sultanate,sc,polity-territories,200000,225000,1500,1500,False,False
,235,my_malacca_sultanate_22222,sc,polity-territories,,,,,False,False
Niger Inland Delta,229,ml_mali_emp,sc,polity-territories,1700000,1900000,,,False,False
,776,mw_maravi_emp,sc,polity-territories,,,,,False,False
Central Java,51,id_mataram_k,sc,polity-territories,90000,110000,,,False,False
,393,in_maukhari_dyn,sc,polity-territories,200000,200000,,,False,False
,209,ma_mauretania,sc,polity-territories,100000,120000,,,False,False
Central Java,48,id_medang_k,sc,polity-territories,100000,150000,,,False,False
,345,ir_median_emp,sc,polity-territories,2500000,3000000,,,False,False
Konya Plain,161,tr_central_anatolia_mba,sc,polity-territories,15000,25000,,,False,False
Basin of Mexico,9,mx_basin_of_mexico_4,sc,polity-territories,,,,,False,False
,55,pa_cocle_2,sc,polity-territories,,,,,False,False
Paris Basin,306,fr_merovingian_emp_2,sc,polity-territories,230000,230000,600,600,False,False
Basin of Mexico,15,mx_basin_of_mexico_10,sc,polity-territories,,,,,False,False
Latium,183,it_roman_rep_2,sc,polity-territories,130000,730000,,,False,False
Niger Inland Delta,216,mr_wagadu_2,sc,polity-territories,350000,400000,,,False,False
,615,ni_nok_2,sc,polity-territories,0,1,,,False,False
,612,ni_nok_1,sc,polity-territories,0,1,,,False,False
Orkhon Valley,267,mn_mongol_emp,sc,polity-territories,25221806,25221806,,,False,False
Crete,63,gr_crete_mono_palace,sc,polity-territories,4000,6000,,,False,False
Valley of Oaxaca,527,mx_monte_alban_2,sc,polity-territories,20000,20000,,,False,False
Valley of Oaxaca,528,mx_monte_alban_3_a,sc,polity-territories,3000,20000,,,False,False
Valley of Oaxaca,529,mx_monte_alban_3_b_4,sc,polity-territories,,,,,False,False
Valley of Oaxaca,526,mx_monte_alban_1_late,sc,polity-territories,5000,5000,,,False,False
Valley of Oaxaca,532,mx_monte_alban_5,sc,polity-territories,,,,,False,False
,530,mx_monte_alban_5_a,sc,polity-territories,,,,,False,False
,531,mx_monte_alban_5_b,sc,polity-territories,,,,,False,False
Kachi Plain,98,in_mughal_emp,sc,polity-territories,3200000,4500000,1700,1700,False,False
,626,zi_mutapa,sc,polity-territories,180000,180000,,,False,False
,566,fr_france_napoleonic,sc,polity-territories,551500,551500,1816,1816,False,False
,566,fr_france_napoleonic,sc,polity-territories,1000000,1000000,1870,1870,False,False
Upper Egypt,511,eg_naqada_1,sc,polity-territories,5,20,-3800,-3800,False,False
Upper Egypt,511,eg_naqada_1,sc,polity-territories,5000,7500,-3700,-3600,False,False
Upper Egypt,512,eg_naqada_2,sc,polity-territories,5000,20000,,,False,False
,263,jp_nara,sc,polity-territories,,,,,False,False
North Colombia,435,co_neguanje,sc,polity-territories,,,,,False,False
Southern Mesopotamia,106,iq_neo_assyrian_emp,sc,polity-territories,1400000,1400000,,,False,False
Southern Mesopotamia,346,iq_neo_babylonian_emp,sc,polity-territories,750000,850000,,,False,False
Konya Plain,165,tr_neo_hittite_k,sc,polity-territories,300,700,,,False,False
Middle Ganga,414,in_ganga_nl,sc,polity-territories,,,,,False,False
Middle Ganga,414,in_ganga_nl,sc,polity-territories,,,,,False,False
Yemeni Coastal Plain,536,ye_yemen_lnl,sc,polity-territories,,,,,False,False
Crete,62,gr_crete_new_palace,sc,polity-territories,,,,,False,False
,586,gb_england_norman,sc,polity-territories,135000,138000,,,False,False
,586,gb_england_norman,sc,polity-territories,135000,138000,,,False,False
Middle Yellow River Valley,425,cn_northern_song_dyn,sc,polity-territories,3033000,2900000,1000,1000,False,False
Middle Yellow River Valley,425,cn_northern_song_dyn,sc,polity-territories,2367000,2233000,1100,1100,False,False
Middle Yellow River Valley,258,cn_northern_wei_dyn,sc,polity-territories,500000,500000,400,400,False,False
Middle Yellow River Valley,258,cn_northern_wei_dyn,sc,polity-territories,1773000,1773000,500,500,False,False
,313,ru_novgorod_land,sc,polity-territories,,,,,False,False
,206,dz_numidia,sc,polity-territories,500000,600000,,,False,False
Valley of Oaxaca,524,mx_rosario,sc,polity-territories,50,500,,,False,False
Valley of Oaxaca,523,mx_san_jose,sc,polity-territories,,,,,False,False
Valley of Oaxaca,522,mx_tierras_largas,sc,polity-territories,,,,,False,False
,297,kz_oirat,sc,polity-territories,433909,589387,,,False,False
Crete,61,gr_crete_old_palace,sc,polity-territories,,,,,False,False
Cahokia,29,us_oneota,sc,polity-territories,6000,6000,,,False,False
Oro PNG,446,pg_orokaiva_colonial,sc,polity-territories,22800,22800,,,False,False
Oro PNG,445,pg_orokaiva_pre_colonial,sc,polity-territories,,,,,False,False
Latium,186,it_ostrogoth_k,sc,polity-territories,635000,635000,,,False,False
Konya Plain,173,tr_ottoman_emirate,sc,polity-territories,18000,18000,1320,1320,False,False
Konya Plain,173,tr_ottoman_emirate,sc,polity-territories,52000,52000,1340,1340,False,False
Konya Plain,173,tr_ottoman_emirate,sc,polity-territories,70000,70000,1360,1360,False,False
Konya Plain,173,tr_ottoman_emirate,sc,polity-territories,260000,260000,1380,1380,False,False
Konya Plain,173,tr_ottoman_emirate,sc,polity-territories,690000,690000,1400,1400,False,False
Konya Plain,174,tr_ottoman_emp_1,sc,polity-territories,522000,522000,1420,1420,False,False
Konya Plain,174,tr_ottoman_emp_1,sc,polity-territories,633000,633000,1440,1440,False,False
Konya Plain,174,tr_ottoman_emp_1,sc,polity-territories,866000,866000,1460,1460,False,False
Konya Plain,174,tr_ottoman_emp_1,sc,polity-territories,1220000,1220000,1480,1480,False,False
Konya Plain,174,tr_ottoman_emp_1,sc,polity-territories,2310000,2310000,1500,1500,False,False
Konya Plain,175,tr_ottoman_emp_2,sc,polity-territories,4836000,4836000,1600,1600,False,False
Konya Plain,176,tr_ottoman_emp_3,sc,polity-territories,4920000,4920000,1700,1700,False,False
Konya Plain,176,tr_ottoman_emp_3,sc,polity-territories,4640000,4780000,1718,1718,False,False
Konya Plain,177,tr_ottoman_emp_4,sc,polity-territories,1448423,1448423,1840,1840,False,False
,542,tr_ottoman_emp_4_copy,sc,polity-territories,,,,,False,False
,542,tr_ottoman_emp_4_copy,sc,polity-territories,,,,,False,False
Latium,192,it_papal_state_3,sc,polity-territories,44000,44000,,,False,False
Latium,192,it_papal_state_3,sc,polity-territories,44000,44000,,,False,False
Latium,193,it_papal_state_4,sc,polity-territories,44000,44000,,,False,False
Latium,193,it_papal_state_4,sc,polity-territories,44000,44000,,,False,False
Latium,190,it_papal_state_1,sc,polity-territories,44000,44000,,,False,False
Latium,191,it_papal_state_2,sc,polity-territories,44000,44000,,,False,False
,402,in_paramara_dyn,sc,polity-territories,150000,150000,,,False,False
,402,in_paramara_dyn,sc,polity-territories,150000,150000,,,False,False
Susiana,125,ir_parthian_emp_1,sc,polity-territories,280000,280000,-200,-200,False,False
Susiana,125,ir_parthian_emp_1,sc,polity-territories,2000000,2000000,-100,-100,False,False
Susiana,125,ir_parthian_emp_1,sc,polity-territories,3000000,3000000,1,1,False,False
Southern Mesopotamia,483,iq_parthian_emp_2,sc,polity-territories,1900000,1900000,100,100,False,False
Southern Mesopotamia,483,iq_parthian_emp_2,sc,polity-territories,1800000,1800000,200,200,False,False
Middle Yellow River Valley,543,cn_peiligang,sc,polity-territories,,,,,False,False
,349,tr_pergamon_k,sc,polity-territories,66750,66750,,,False,False
,349,tr_pergamon_k,sc,polity-territories,66750,66750,,,False,False
Galilee,104,lb_phoenician_emp,sc,polity-territories,8000,10000,,,False,False
Konya Plain,166,tr_phrygian_k,sc,polity-territories,100000,100000,,,False,False
,579,gb_england_plantagenet,sc,polity-territories,130279,130279,,,False,False
,709,pt_portuguese_emp_2,sc,polity-territories,,,,,False,False
Crete,64,gr_crete_post_palace_1,sc,polity-territories,,,,,False,False
Crete,64,gr_crete_post_palace_1,sc,polity-territories,,,,,False,False
Paris Basin,456,fr_merovingian_emp_3,sc,polity-territories,250000,250000,,,False,False
Paris Basin,457,fr_capetian_k_1,sc,polity-territories,12000,18000,,,False,False
Finger Lakes,100,us_proto_haudenosaunee,sc,polity-territories,73218,73218,,,False,False
Upper Egypt,109,eg_ptolemaic_k_1,sc,polity-territories,1000000,1000000,,,False,False
Upper Egypt,207,eg_ptolemaic_k_2,sc,polity-territories,833000,833000,-200,-200,False,False
Upper Egypt,207,eg_ptolemaic_k_2,sc,polity-territories,640000,640000,-150,-150,False,False
Upper Egypt,207,eg_ptolemaic_k_2,sc,polity-territories,373000,373000,-100,-100,False,False
Upper Egypt,207,eg_ptolemaic_k_2,sc,polity-territories,107000,107000,-50,-50,False,False
Susiana,509,ir_qajar_dyn,sc,polity-territories,2000000,2000000,1800,1800,False,False
Susiana,509,ir_qajar_dyn,sc,polity-territories,1600000,1600000,1900,1900,False,False
,785,ye_qasimid_dyn_222222,sc,polity-territories,848116,848116,,,False,False
,250,cn_qin_emp,sc,polity-territories,340000,340000,-290,-290,False,False
,250,cn_qin_emp,sc,polity-territories,820000,820000,-270,-270,False,False
,250,cn_qin_emp,sc,polity-territories,1300000,1300000,-250,-250,False,False
,250,cn_qin_emp,sc,polity-territories,1967000,1967000,-230,-230,False,False
,250,cn_qin_emp,sc,polity-territories,2433000,2433000,-210,-210,False,False
Deccan,93,in_rashtrakuta_emp,sc,polity-territories,600000,600000,,,False,False
Yemeni Coastal Plain,368,ye_rasulid_dyn,sc,polity-territories,,,,,False,False
Cambodian Basin,45,th_rattanakosin,sc,polity-territories,513120,513120,,,False,False
Latium,188,it_st_peter_rep_1,sc,polity-territories,50000,50000,,,False,False
Crete,544,it_venetian_rep_3,sc,polity-territories,,,,,False,False
Konya Plain,71,tr_roman_dominate,sc,polity-territories,4000000,4500000,,,False,False
Latium,70,it_roman_principate,sc,polity-territories,4500000,4500000,1,1,False,False
Latium,70,it_roman_principate,sc,polity-territories,5800000,5800000,100,100,False,False
Latium,70,it_roman_principate,sc,polity-territories,5000000,5000000,200,200,False,False
Latium,70,it_roman_principate,sc,polity-territories,4750000,4750000,275,275,False,False
Latium,181,it_roman_k,sc,polity-territories,1000,1000,,,False,False
Latium,181,it_roman_k,sc,polity-territories,1000,1000,,,False,False
Latium,189,it_st_peter_rep_2,sc,polity-territories,14000,14000,1000,1000,False,False
Latium,189,it_st_peter_rep_2,sc,polity-territories,6000,6000,1100,1100,False,False
Orkhon Valley,278,mn_rouran_khaganate,sc,polity-territories,4000000,4000000,,,False,False
Konya Plain,171,tr_rum_sultanate,sc,polity-territories,250000,300000,,,False,False
Konya Plain,171,tr_rum_sultanate,sc,polity-territories,250000,300000,,,False,False
,600,ru_romanov_dyn_1,sc,polity-territories,9500000,12000000,1650,1700,False,False
,600,ru_romanov_dyn_1,sc,polity-territories,12000000,14000000,1700,1750,False,False
,571,ru_romanov_dyn_2,sc,polity-territories,17000000,21000000,1800,1850,False,False
,571,ru_romanov_dyn_2,sc,polity-territories,21000000,22000000,1850,1900,False,False
Niger Inland Delta,432,ma_saadi_sultanate,sc,polity-territories,447000,447000,1554,1591,False,False
Niger Inland Delta,432,ma_saadi_sultanate,sc,polity-territories,476000,476000,1591,1618,False,False
Niger Inland Delta,432,ma_saadi_sultanate,sc,polity-territories,447000,447000,1618,1659,False,False
Susiana,374,ir_safavid_emp,sc,polity-territories,2700000,2700000,,,False,False
Lena River Valley,194,ru_sakha_early,sc,polity-territories,,,,,False,False
Lena River Valley,195,ru_sakha_late,sc,polity-territories,,,,,False,False
Sogdiana,287,uz_samanid_emp,sc,polity-territories,600000,600000,900,900,False,False
Sogdiana,287,uz_samanid_emp,sc,polity-territories,2500000,2500000,930,930,False,False
Susiana,128,ir_sassanid_emp_1,sc,polity-territories,2600000,2700000,220,300,False,False
Susiana,128,ir_sassanid_emp_1,sc,polity-territories,3100000,3200000,301,487,False,False
Susiana,130,ir_sassanid_emp_2,sc,polity-territories,3450000,3500000,499,540,False,False
Susiana,130,ir_sassanid_emp_2,sc,polity-territories,2600000,2960000,600,600,False,False
Susiana,130,ir_sassanid_emp_2,sc,polity-territories,2600000,2960000,600,600,False,False
Deccan,89,in_satavahana_emp,sc,polity-territories,1200000,1400000,-100,99,False,False
Deccan,89,in_satavahana_emp,sc,polity-territories,1400000,1600000,100,200,False,False
Orkhon Valley,440,mn_turk_khaganate_2,sc,polity-territories,3000000,4000000,,,False,False
Niger Inland Delta,433,ml_segou_k,sc,polity-territories,200000,300000,,,False,False
Southern Mesopotamia,108,ir_seleucid_emp,sc,polity-territories,3600000,3600000,-312,-201,False,False
Southern Mesopotamia,108,ir_seleucid_emp,sc,polity-territories,2300000,475000,-200,-147,False,False
Susiana,364,ir_seljuk_sultanate,sc,polity-territories,4000000,4500000,1100,1100,False,False
,793,bd_sena_dyn,sc,polity-territories,,,,,False,False
,412,in_sharqi_dyn,sc,polity-territories,707000,707000,,,False,False
,412,in_sharqi_dyn,sc,polity-territories,707000,707000,,,False,False
,301,uz_shaybanid_k,sc,polity-territories,,,,,False,False
Orkhon Valley,439,mn_shiwei,sc,polity-territories,,,,,False,False
Lowland Andes,196,ec_shuar_1,sc,polity-territories,16,16,,,False,False
Lowland Andes,196,ec_shuar_1,sc,polity-territories,16,16,,,False,False
Lowland Andes,197,ec_shuar_2,sc,polity-territories,,,,,False,False
Kachi Plain,133,pk_sind_abbasid_fatimid,sc,polity-territories,140914,140914,,,False,False
Kachi Plain,136,pk_samma_dyn,sc,polity-territories,140914,140914,,,False,False
Sogdiana,468,uz_sogdiana_city_states,sc,polity-territories,10000,20000,,,False,False
,666,ni_sokoto_cal,sc,polity-territories,648000,648000,,,False,False
,237,ml_songhai_1,sc,polity-territories,250000,300000,,,False,False
,237,ml_songhai_1,sc,polity-territories,250000,300000,,,False,False
Niger Inland Delta,242,ml_songhai_2,sc,polity-territories,600000,700000,,,False,False
Southern Mesopotamia,472,iq_so_mesopotamia_nl,sc,polity-territories,,,,,False,False
,259,cn_southern_qi_dyn,sc,polity-territories,2500500,3000000,,,False,False
,259,cn_southern_qi_dyn,sc,polity-territories,2500500,3000000,,,False,False
,601,ru_soviet_union,sc,polity-territories,18072800,19008300,1923,1924,False,False
,601,ru_soviet_union,sc,polity-territories,19008300,19151400,1924,1929,False,False
,601,ru_soviet_union,sc,polity-territories,19151400,22067200,1929,1936,False,False
,601,ru_soviet_union,sc,polity-territories,22067200,22276236,1936,1940,False,False
Cuzco,84,es_spanish_emp_1,sc,polity-territories,7100000,7100000,1640,1640,False,False
,570,es_spanish_emp_2,sc,polity-territories,13700000,,1780,1780,False,False
Middle Yellow River Valley,260,cn_sui_dyn,sc,polity-territories,3000000,3100000,600,600,False,False
Middle Yellow River Valley,260,cn_sui_dyn,sc,polity-territories,3000000,3100000,600,600,False,False
,380,th_sukhotai,sc,polity-territories,,,,,False,False
Susiana,492,ir_susa_1,sc,polity-territories,1,1,,,False,False
Susiana,493,ir_susa_2,sc,polity-territories,,,,,False,False
Susiana,494,ir_susa_3,sc,polity-territories,,,,,False,False
Konya Plain,167,tr_tabal_k,sc,polity-territories,4000,6000,,,False,False
,217,dz_tahert,sc,polity-territories,350000,400000,,,False,False
North Colombia,436,co_tairona,sc,polity-territories,150,150,,,False,False
Middle Yellow River Valley,261,cn_tang_dyn_1,sc,polity-territories,6225000,6225000,620,620,False,False
